op_index,op,class,decisive_note
1658,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1659,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1660,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1661,add,direct,whole-tensor constant fold (add/mul/max/min; sub folds as sign-flipped add; real_div folds only for powers of two)
1662,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1663,add,direct,whole-tensor constant fold (add/mul/max/min; sub folds as sign-flipped add; real_div folds only for powers of two)
1664,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1665,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1666,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1667,matmul,normalization-needed,"const-weight matmul 3000x128x749 tx=False ty=False outside parity envelope; falls to the source-qualified chunked matvec path (per-row/512-column slices, physical reduction 256/512, weight must be a const with BLOBFILE payload — this proto stores it inline, so the handoff must re-emit weight.bin ..."
1668,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1669,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1670,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1671,pad,missing,no H13 encoder for 'pad': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1672,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1673,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1674,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1675,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1676,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1677,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1678,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1679,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1680,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1681,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1682,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1683,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1684,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1685,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
1686,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1687,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
1688,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1689,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1690,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1691,matmul,missing-envelope,"runtime-operand matmul rows=3000 red=128 cols=375 tx=False ty=True y=(1, 8, 375, 128): outside kMatmulEnvelopeTasks (rows decoded only for 1 and 16); runtime-weight matmul is parity-path-only — reject h13.matmul-outside-envelope; no chunked fallback exists for runtime operands"
1692,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1693,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1694,softmax,missing-envelope,"softmax template lookup in=(8, 375, 375) out=(8, 375, 375) axis-mask=0x08: absent from kNormTasks (44 decoded softmax programs; largest spatial 256x256); normParityPlan is softmax's only path (no generic fallback)"
1695,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1696,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1697,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1698,matmul,missing-envelope,"runtime-operand matmul rows=3000 red=375 cols=128 tx=False ty=False y=(1, 8, 375, 128): outside kMatmulEnvelopeTasks (rows decoded only for 1 and 16); runtime-weight matmul is parity-path-only — reject h13.matmul-outside-envelope; no chunked fallback exists for runtime operands"
1699,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1700,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1701,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1702,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1703,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1704,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1705,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1706,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1707,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1708,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1709,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
1710,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1711,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1712,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1713,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1714,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1715,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1716,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1717,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1718,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 2048, 375) k=? s=1 g=1 pad_type 'valid'"
1719,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1720,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1721,split,missing,no H13 encoder for 'split': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1722,sigmoid,missing-envelope,"no Sigmoid surface for (1, 1024, 375): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
1723,mul,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1724,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1725,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1726,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1727,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1728,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1729,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1730,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1731,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1732,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 1024, 375) k=? s=1 g=1024 pad_type 'custom'"
1733,silu,missing-envelope,"no Silu surface for (1, 1024, 375): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
1734,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1735,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1736,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1737,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1738,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1739,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1740,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 1024, 375) k=? s=1 g=1 pad_type 'valid'"
1741,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1742,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1743,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1744,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1745,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1746,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1747,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
1748,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1749,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1750,silu,missing-envelope,"no Silu surface for (1, 375, 4096): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
1751,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1752,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1753,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1754,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
1755,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1756,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1757,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1758,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1759,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
1760,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1761,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1762,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1763,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
1764,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1765,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1766,silu,missing-envelope,"no Silu surface for (1, 375, 4096): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
1767,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1768,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1769,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1770,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
1771,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1772,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1773,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1774,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1775,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
1776,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1777,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1778,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1779,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1780,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1781,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1782,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1783,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1784,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1785,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1786,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1787,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1788,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1789,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1790,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1791,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1792,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1793,add,direct,whole-tensor constant fold (add/mul/max/min; sub folds as sign-flipped add; real_div folds only for powers of two)
1794,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1795,add,direct,whole-tensor constant fold (add/mul/max/min; sub folds as sign-flipped add; real_div folds only for powers of two)
1796,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1797,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1798,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1799,matmul,normalization-needed,"const-weight matmul 3000x128x749 tx=False ty=False outside parity envelope; falls to the source-qualified chunked matvec path (per-row/512-column slices, physical reduction 256/512, weight must be a const with BLOBFILE payload — this proto stores it inline, so the handoff must re-emit weight.bin ..."
1800,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1801,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1802,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1803,pad,missing,no H13 encoder for 'pad': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1804,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1805,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1806,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1807,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1808,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1809,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1810,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1811,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1812,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1813,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1814,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1815,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1816,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1817,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
1818,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1819,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
1820,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1821,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1822,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1823,matmul,missing-envelope,"runtime-operand matmul rows=3000 red=128 cols=375 tx=False ty=True y=(1, 8, 375, 128): outside kMatmulEnvelopeTasks (rows decoded only for 1 and 16); runtime-weight matmul is parity-path-only — reject h13.matmul-outside-envelope; no chunked fallback exists for runtime operands"
1824,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1825,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1826,softmax,missing-envelope,"softmax template lookup in=(8, 375, 375) out=(8, 375, 375) axis-mask=0x08: absent from kNormTasks (44 decoded softmax programs; largest spatial 256x256); normParityPlan is softmax's only path (no generic fallback)"
1827,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1828,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1829,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1830,matmul,missing-envelope,"runtime-operand matmul rows=3000 red=375 cols=128 tx=False ty=False y=(1, 8, 375, 128): outside kMatmulEnvelopeTasks (rows decoded only for 1 and 16); runtime-weight matmul is parity-path-only — reject h13.matmul-outside-envelope; no chunked fallback exists for runtime operands"
1831,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1832,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1833,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1834,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1835,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1836,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1837,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1838,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1839,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1840,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1841,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
1842,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1843,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1844,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1845,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1846,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1847,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1848,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1849,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1850,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 2048, 375) k=? s=1 g=1 pad_type 'valid'"
1851,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1852,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1853,split,missing,no H13 encoder for 'split': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1854,sigmoid,missing-envelope,"no Sigmoid surface for (1, 1024, 375): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
1855,mul,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1856,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1857,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1858,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1859,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1860,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1861,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1862,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1863,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1864,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 1024, 375) k=? s=1 g=1024 pad_type 'custom'"
1865,silu,missing-envelope,"no Silu surface for (1, 1024, 375): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
1866,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1867,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1868,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1869,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1870,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1871,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1872,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 1024, 375) k=? s=1 g=1 pad_type 'valid'"
1873,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1874,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
